transaction_id,amount,transaction_type,hour,distance_from_home_km,distance_from_last_txn_km,account_age_days,num_txns_last_24h,is_foreign,is_high_risk_merchant,is_fraud
TXN100401,282.88,transfer,5,699.78,21.83,149,13,1,0,1
TXN100402,72.0,refund,16,7.92,5.44,3458,1,0,0,0
TXN100403,137.64,withdrawal,15,5.01,2.46,2033,4,0,0,0
TXN100404,93.47,purchase,9,0.58,3.09,3393,1,0,0,0
TXN100405,47.05,withdrawal,12,0.43,2.19,2186,1,0,1,0
TXN100406,34.48,withdrawal,12,4.44,1.44,1110,2,0,0,0
TXN100407,61.51,refund,10,14.88,1.83,3064,3,0,0,0
TXN100408,45.97,transfer,15,28.62,0.99,3449,3,0,1,0
TXN100409,160.39,withdrawal,21,0.34,4.75,2100,3,0,0,0
TXN100410,64.25,purchase,15,33.83,1.96,2126,2,0,0,0
TXN100411,46.23,purchase,14,1.21,0.87,139,4,0,1,0
TXN100412,68.42,purchase,10,13.12,3.73,1488,1,0,0,0
TXN100413,68.54,purchase,17,23.13,0.37,3182,1,0,0,0
TXN100414,114.81,online,13,8.27,14.28,1500,1,0,0,0
TXN100415,87.7,online,10,16.65,10.99,2313,1,0,0,0
TXN100416,9.62,withdrawal,16,9.76,0.48,1557,0,1,0,0
TXN100417,106.67,online,23,17.89,5.15,1531,2,0,0,0
TXN100418,16.89,online,16,3.83,3.52,1876,1,0,1,0
TXN100419,81.83,online,16,0.8,1.54,2211,1,0,0,0
TXN100420,282.52,withdrawal,16,3.59,6.93,257,1,0,0,0
TXN100421,54.08,withdrawal,19,5.6,0.41,3481,1,0,0,0
TXN100422,158.5,online,9,1.49,13.85,2943,5,0,1,0
TXN100423,90.73,online,13,0.32,9.24,3176,3,0,0,0
TXN100424,20.32,withdrawal,11,1.28,5.75,38,1,0,0,0
TXN100425,39.25,purchase,13,13.73,9.5,869,2,0,0,0
TXN100426,60.04,purchase,16,6.57,2.37,2682,1,0,0,0
TXN100427,232.08,withdrawal,18,25.15,1.99,622,2,0,0,0
TXN100428,194.03,withdrawal,23,0.53,17.17,509,3,0,0,0
TXN100429,43.73,purchase,14,2.98,4.08,722,5,0,0,0
TXN100430,102.19,online,8,10.97,1.85,1519,3,0,0,0
TXN100431,38.28,purchase,18,0.2,7.08,2882,1,0,0,0
TXN100432,177.52,purchase,22,596.75,60.6,12,6,0,0,1
TXN100433,15.14,online,12,5.94,8.77,3158,0,0,0,0
TXN100434,74.96,refund,12,7.19,0.36,1791,2,1,0,0
TXN100435,86.25,online,12,5.42,0.48,205,0,0,0,0
TXN100436,42.12,purchase,15,0.26,3.62,2800,1,0,0,0
TXN100437,34.72,purchase,12,11.93,2.48,933,0,0,0,0
TXN100438,31.71,withdrawal,11,0.97,0.8,2733,0,0,0,0
TXN100439,56.3,purchase,11,4.16,0.99,56,4,0,0,0
TXN100440,50.79,purchase,10,5.73,1.62,3114,2,0,0,0
TXN100441,29.04,online,21,3.24,0.75,3202,3,0,0,0
TXN100442,88.8,withdrawal,16,5.06,3.19,1195,4,0,0,0
TXN100443,96.12,purchase,15,23.21,12.34,2437,4,0,0,0
TXN100444,62.71,withdrawal,15,1.65,4.11,3497,6,0,0,0
TXN100445,30.23,purchase,18,1.68,10.03,1374,3,0,0,0
TXN100446,55.97,purchase,5,1.73,1.66,3385,2,0,0,0
TXN100447,178.6,online,0,78.16,2.55,345,7,0,1,1
TXN100448,154.7,online,21,4.57,3.67,1358,1,0,0,0
TXN100449,47.33,transfer,10,6.64,4.21,1184,4,0,0,0
TXN100450,176.02,withdrawal,5,687.06,349.15,378,9,0,0,1
TXN100451,58.49,purchase,10,21.39,12.39,994,5,0,0,0
TXN100452,690.61,purchase,2,44.03,125.03,333,10,1,1,1
TXN100453,99.99,withdrawal,16,0.5,1.48,287,3,0,0,0
TXN100454,15.88,purchase,15,2.93,7.72,1937,2,0,0,0
TXN100455,132.88,purchase,12,2.35,2.94,3365,2,0,0,0
TXN100456,100.19,purchase,17,0.96,3.89,1297,5,0,0,0
TXN100457,36.8,purchase,4,0.35,1.31,832,1,0,0,0
TXN100458,152.08,withdrawal,14,0.17,4.24,2267,3,0,0,0
TXN100459,92.54,online,20,15.02,11.59,2169,5,0,0,0
TXN100460,125.21,withdrawal,15,5.84,6.34,2445,3,0,0,0
TXN100461,174.16,purchase,14,6.23,10.98,3393,2,0,0,0
TXN100462,43.42,online,6,12.25,3.99,1096,3,0,0,0
TXN100463,86.25,purchase,10,3.31,2.42,3557,2,1,0,0
TXN100464,66.3,withdrawal,16,1.49,11.03,1545,3,0,0,0
TXN100465,40.94,purchase,17,32.39,1.73,1465,2,0,0,0
TXN100466,89.42,withdrawal,21,6.18,7.06,2054,1,0,0,0
TXN100467,37.49,transfer,11,1.92,1.77,2975,2,1,0,0
TXN100468,19.0,purchase,10,9.72,3.38,506,6,1,0,0
TXN100469,120.41,purchase,7,8.49,2.27,3011,1,0,0,0
TXN100470,77.57,transfer,10,2.9,9.27,875,0,0,1,0
TXN100471,105.86,online,13,22.99,2.0,1582,0,0,0,0
TXN100472,40.67,purchase,16,10.76,0.99,1466,0,0,0,0
TXN100473,7.6,purchase,17,11.91,2.76,1050,2,0,0,0
TXN100474,7.31,purchase,20,5.52,2.26,157,2,0,0,0
TXN100475,30.84,withdrawal,14,15.86,2.62,2729,2,0,0,0
TXN100476,5.72,online,8,10.08,2.7,136,0,0,0,0
TXN100477,532.48,transfer,23,4.74,1132.64,206,10,1,1,1
TXN100478,60.55,online,14,5.78,6.81,1573,3,0,0,0
TXN100479,67.46,refund,10,0.11,18.17,1015,2,0,0,0
TXN100480,163.58,online,15,3.98,8.45,1708,2,0,0,0
TXN100481,23.01,online,12,22.54,5.69,1746,3,0,0,0
TXN100482,106.01,purchase,10,4.97,0.34,1090,4,0,0,0
TXN100483,48.5,purchase,13,5.36,5.87,1301,1,0,0,0
TXN100484,43.4,online,14,4.62,2.67,1312,3,0,0,0
TXN100485,11.82,online,15,17.71,1.88,2065,3,0,1,0
TXN100486,54.89,online,10,7.5,2.19,3230,0,0,0,0
TXN100487,44.95,transfer,9,5.02,12.14,1691,2,0,0,0
TXN100488,10.42,withdrawal,22,1.62,3.41,68,0,0,0,0
TXN100489,1422.74,online,1,105.21,346.86,397,10,1,1,1
TXN100490,44.86,withdrawal,17,17.57,0.65,3436,1,0,0,0
TXN100491,98.45,purchase,18,17.05,2.74,3292,7,0,0,0
TXN100492,250.22,online,1,610.58,415.95,160,10,0,1,1
TXN100493,256.8,online,2,1052.25,266.88,43,4,1,0,1
TXN100494,183.54,transfer,6,0.96,6.54,653,2,0,1,0
TXN100495,15.27,purchase,14,4.26,6.93,2525,2,0,0,0
TXN100496,41.24,purchase,2,4.9,25.63,760,1,0,0,0
TXN100497,46.14,purchase,5,9.42,3.81,697,0,0,0,0
TXN100498,31.39,purchase,19,6.2,3.4,2029,1,0,0,0
TXN100499,68.06,withdrawal,15,0.26,4.81,2387,2,0,0,0
TXN100500,1.16,purchase,22,10.59,1.4,2018,4,0,0,0
TXN100501,22.13,purchase,6,0.16,1.19,1319,1,0,0,0
TXN100502,137.86,online,18,15.29,2.05,2290,3,0,0,0
TXN100503,80.02,online,17,32.67,1.52,2571,2,0,0,0
TXN100504,37.16,purchase,21,6.58,2.15,1395,3,0,0,0
TXN100505,21.06,withdrawal,10,17.25,2.3,986,2,0,0,0
TXN100506,148.88,withdrawal,9,1.6,2.39,279,2,0,1,0
TXN100507,102.66,withdrawal,16,8.5,0.81,3338,1,0,0,0
TXN100508,65.54,withdrawal,11,1.69,9.8,442,0,0,0,0
TXN100509,180.54,transfer,13,12.51,5.13,1082,3,0,0,0
TXN100510,34.36,purchase,9,1.33,5.56,1760,1,0,0,0
TXN100511,135.98,online,14,30.24,11.12,1785,1,0,0,0
TXN100512,62.88,online,11,1.94,0.19,2985,0,1,0,0
TXN100513,27.18,purchase,11,2.74,5.18,3462,1,0,0,0
TXN100514,107.29,purchase,8,1.8,2.76,2609,3,0,0,0
TXN100515,36.52,transfer,15,0.78,13.06,2430,4,1,0,0
TXN100516,248.37,transfer,11,12.8,3.3,2979,2,0,0,0
TXN100517,82.99,online,10,7.72,4.94,2143,2,0,0,0
TXN100518,23.07,online,17,0.68,12.4,2360,2,0,1,0
TXN100519,26.64,purchase,21,0.97,6.85,676,2,0,0,0
TXN100520,62.88,transfer,15,25.51,1.45,1743,2,0,0,0
TXN100521,28.66,purchase,18,11.7,5.29,1759,1,1,0,0
TXN100522,45.15,purchase,16,3.51,5.57,348,2,1,0,0
TXN100523,114.96,transfer,20,1.48,3.37,2420,7,0,0,0
TXN100524,42.11,purchase,17,19.14,0.25,2913,3,0,0,0
TXN100525,68.45,online,14,2.99,4.89,3195,2,0,0,0
TXN100526,183.33,purchase,4,86.61,182.82,241,8,1,1,1
TXN100527,49.72,withdrawal,12,6.03,0.8,2160,3,0,0,0
TXN100528,222.94,transfer,13,10.29,0.35,1786,2,0,0,0
TXN100529,175.88,purchase,18,0.19,1.82,1166,3,0,0,0
TXN100530,137.95,purchase,19,21.39,7.96,3433,3,0,1,0
TXN100531,54.62,purchase,10,0.65,3.75,3359,2,0,0,0
TXN100532,47.02,purchase,12,9.29,11.02,2166,5,0,0,0
TXN100533,526.29,purchase,4,94.39,96.8,39,9,1,0,1
TXN100534,66.52,purchase,2,25.55,8.11,3632,1,0,0,0
TXN100535,123.74,online,20,39.39,2.98,3587,4,0,0,0
TXN100536,29.59,transfer,17,4.61,1.39,3645,4,0,0,0
TXN100537,39.92,purchase,16,2.52,0.01,1306,2,0,0,0
TXN100538,67.95,purchase,15,11.37,8.37,3496,1,0,0,0
TXN100539,105.93,purchase,13,1.26,6.09,1587,2,0,0,0
TXN100540,143.26,purchase,15,8.87,0.29,2969,2,1,0,0
TXN100541,69.39,purchase,19,12.09,7.45,1694,0,0,0,0
TXN100542,14.09,transfer,8,20.88,2.7,2263,4,0,0,0
TXN100543,61.77,withdrawal,20,0.29,2.32,95,1,0,1,0
TXN100544,73.41,purchase,22,1.04,0.88,2776,1,0,0,0
TXN100545,108.01,purchase,20,1.21,6.81,1087,2,0,1,0
TXN100546,199.81,withdrawal,10,5.68,7.85,2577,2,0,0,0
TXN100547,58.03,purchase,10,40.92,0.43,2607,1,0,0,0
TXN100548,34.67,purchase,12,7.79,1.73,2895,1,0,1,0
TXN100549,79.14,purchase,12,2.21,18.77,1954,0,0,0,0
TXN100550,123.95,online,11,8.57,3.94,559,4,0,0,0
TXN100551,63.53,transfer,13,15.77,3.13,927,5,0,0,0
TXN100552,37.53,transfer,14,6.67,2.73,1672,1,0,0,0
TXN100553,45.1,withdrawal,17,3.96,4.12,755,1,0,0,0
TXN100554,95.35,transfer,16,2.57,0.92,3199,2,0,0,0
TXN100555,128.1,withdrawal,17,0.18,10.37,3539,0,0,0,0
TXN100556,197.64,withdrawal,19,6.87,4.34,1334,1,0,0,0
TXN100557,107.36,purchase,13,6.29,4.43,379,0,0,0,0
TXN100558,52.83,purchase,19,1.49,1.18,2606,5,0,0,0
TXN100559,227.81,withdrawal,16,11.91,5.58,414,1,0,0,0
TXN100560,423.19,online,22,144.26,237.75,248,13,0,1,1
TXN100561,45.39,online,12,0.84,23.23,1521,3,0,0,0
TXN100562,130.29,purchase,16,10.53,4.47,3234,2,0,0,0
TXN100563,31.93,transfer,17,0.93,5.0,1455,2,0,0,0
TXN100564,223.03,purchase,16,2.78,10.42,3560,1,0,0,0
TXN100565,147.35,transfer,10,4.91,5.28,433,6,0,0,0
TXN100566,97.81,purchase,15,11.76,1.25,3031,2,0,0,0
TXN100567,103.61,withdrawal,12,6.54,2.12,2543,3,0,0,0
TXN100568,97.07,purchase,13,14.15,4.86,953,2,0,0,0
TXN100569,48.42,purchase,12,11.35,10.15,2746,1,0,0,0
TXN100570,118.17,withdrawal,11,12.87,4.38,1861,4,0,0,0
TXN100571,111.14,purchase,7,6.0,8.56,330,5,0,0,0
TXN100572,539.08,refund,1,61.28,250.6,209,8,1,0,1
TXN100573,37.07,withdrawal,19,8.48,5.55,2324,4,0,0,0
TXN100574,128.87,purchase,19,3.99,2.43,101,3,0,0,0
TXN100575,64.81,online,10,3.15,1.42,966,3,0,0,0
TXN100576,30.98,online,13,5.03,2.11,601,1,0,0,0
TXN100577,65.7,transfer,11,3.59,0.43,307,6,0,0,0
TXN100578,174.79,online,11,1.62,5.02,3332,1,0,0,0
TXN100579,49.24,purchase,5,8.28,0.4,653,3,0,0,0
TXN100580,43.36,purchase,12,1.81,7.39,3360,4,0,0,0
TXN100581,50.91,online,9,8.48,11.07,1641,2,0,0,0
TXN100582,171.55,online,14,4.98,2.35,1670,2,0,0,0
TXN100583,411.56,transfer,2,102.88,224.96,192,10,1,1,1
TXN100584,243.99,transfer,12,0.15,4.01,1023,2,0,0,0
TXN100585,48.18,purchase,11,15.65,2.04,3143,1,0,0,0
TXN100586,123.74,purchase,17,11.19,6.31,1464,0,0,0,0
TXN100587,72.39,transfer,10,5.13,3.7,1692,1,0,0,0
TXN100588,81.29,online,14,1.11,6.97,959,0,0,1,0
TXN100589,13.48,online,10,6.28,6.4,2769,0,0,1,0
TXN100590,124.74,transfer,21,16.71,2.92,107,2,0,0,0
TXN100591,402.61,online,1,180.96,448.52,122,7,1,1,1
TXN100592,32.24,purchase,11,10.32,3.11,510,3,0,0,0
TXN100593,95.71,purchase,13,0.82,4.13,3073,0,0,0,0
TXN100594,106.65,transfer,20,0.67,0.56,49,3,0,0,0
TXN100595,70.61,purchase,12,4.7,2.32,2981,2,0,0,0
TXN100596,38.96,transfer,15,3.3,2.69,803,2,0,0,0
TXN100597,119.64,purchase,8,17.54,7.62,2208,3,0,0,0
TXN100598,30.54,purchase,22,0.75,1.75,399,1,0,0,0
TXN100599,47.44,transfer,13,3.48,17.07,2946,3,0,1,0
TXN100600,215.54,withdrawal,11,2.17,2.3,66,2,0,0,0
TXN100601,214.95,withdrawal,12,6.99,5.31,2099,2,0,0,0
TXN100602,33.98,transfer,19,1.6,9.64,1741,1,0,0,0
TXN100603,48.26,transfer,18,2.68,1.06,2901,1,0,0,0
TXN100604,76.24,purchase,14,0.6,4.81,812,0,0,0,0
TXN100605,55.66,purchase,10,27.85,7.48,2845,3,0,0,0
TXN100606,153.09,transfer,13,14.92,0.85,2895,2,0,0,0
TXN100607,9.77,purchase,13,33.89,2.39,734,1,0,0,0
TXN100608,250.35,refund,2,568.4,732.09,300,11,1,0,1
TXN100609,26.03,withdrawal,11,21.48,0.8,2237,1,1,0,0
TXN100610,26.89,online,12,4.94,0.69,3483,2,0,0,0
TXN100611,91.61,online,14,2.92,6.86,1993,2,0,1,0
TXN100612,71.71,withdrawal,11,0.21,34.26,3331,0,0,0,0
TXN100613,88.73,online,10,15.82,3.52,3396,1,0,0,0
TXN100614,26.1,purchase,10,0.52,1.5,3145,2,0,0,0
TXN100615,740.91,online,0,587.6,124.58,227,7,1,1,1
TXN100616,27.61,purchase,10,9.82,0.05,3297,2,0,0,0
TXN100617,70.67,refund,20,7.11,9.59,2931,3,0,0,0
TXN100618,68.86,online,17,13.76,0.38,1423,3,0,0,0
TXN100619,196.43,transfer,17,5.05,12.31,3163,3,0,0,0
TXN100620,580.84,online,5,416.32,7.99,26,5,0,1,1
TXN100621,90.88,online,17,25.51,5.19,3512,0,0,0,0
TXN100622,164.5,withdrawal,13,11.9,1.56,3225,1,0,0,0
TXN100623,48.47,online,15,5.81,0.57,3199,1,0,1,0
TXN100624,168.79,online,11,13.5,5.31,2103,3,0,0,0
TXN100625,27.82,transfer,14,1.38,3.26,354,1,0,0,0
TXN100626,107.64,purchase,12,0.79,2.08,839,4,0,0,0
TXN100627,80.07,purchase,3,8.96,1.03,314,2,1,0,0
TXN100628,229.2,withdrawal,12,0.33,0.93,1375,1,0,0,0
TXN100629,133.48,purchase,12,10.32,1.66,1612,2,0,0,0
TXN100630,156.74,withdrawal,14,11.25,4.57,729,1,0,0,0
TXN100631,25.96,purchase,12,20.21,5.43,351,0,0,0,0
TXN100632,152.11,purchase,20,7.45,5.05,2665,2,0,0,0
TXN100633,146.93,online,13,19.1,3.54,446,3,0,0,0
TXN100634,58.61,withdrawal,16,9.3,1.69,2047,3,0,0,0
TXN100635,77.73,purchase,11,3.07,0.76,1735,2,0,1,0
TXN100636,24.2,transfer,7,11.17,3.46,2911,1,0,0,0
TXN100637,189.21,purchase,9,11.24,6.63,2689,4,0,0,0
TXN100638,158.44,purchase,15,6.76,15.69,1439,3,0,1,0
TXN100639,66.55,purchase,10,1.89,3.76,3192,2,0,0,0
TXN100640,215.04,transfer,15,8.96,2.3,140,1,0,0,0
TXN100641,117.07,purchase,18,12.12,5.26,1387,0,0,0,0
TXN100642,88.56,online,13,43.89,1.0,2729,1,0,0,0
TXN100643,113.79,purchase,10,5.78,0.42,1565,2,0,0,0
TXN100644,52.44,purchase,17,13.11,0.79,194,3,0,0,0
TXN100645,140.1,transfer,16,10.29,1.57,319,2,0,0,0
TXN100646,232.32,purchase,5,639.23,278.58,274,11,0,1,1
TXN100647,210.85,transfer,13,5.62,8.28,3228,1,0,0,0
TXN100648,76.65,purchase,18,1.83,2.81,2756,1,0,0,0
TXN100649,35.78,withdrawal,14,16.91,20.22,3002,1,0,0,0
TXN100650,46.53,purchase,15,3.73,1.42,681,1,1,0,0
TXN100651,98.38,online,14,8.06,10.57,1468,0,0,0,0
TXN100652,49.02,transfer,14,9.7,4.67,3469,2,0,0,0
TXN100653,375.93,withdrawal,17,3.36,3.26,1041,2,0,0,0
TXN100654,108.19,purchase,17,0.94,2.12,1482,0,0,0,0
TXN100655,84.34,transfer,12,17.85,13.62,1707,7,0,0,0
TXN100656,26.25,transfer,11,0.55,5.45,2014,2,0,0,0
TXN100657,76.9,purchase,17,8.2,0.33,2019,2,0,0,0
TXN100658,98.42,purchase,18,2.35,3.62,3093,0,0,0,0
TXN100659,551.27,purchase,2,402.98,119.07,234,12,1,0,1
TXN100660,76.24,online,11,16.72,5.21,3111,3,0,0,0
TXN100661,87.96,online,15,12.8,16.28,2267,3,0,0,0
TXN100662,47.88,withdrawal,19,0.92,10.24,3058,2,0,0,0
TXN100663,143.78,withdrawal,14,6.15,1.35,2575,2,0,0,0
TXN100664,194.38,withdrawal,10,21.49,11.96,2054,3,0,0,0
TXN100665,45.68,transfer,16,30.96,5.45,2146,3,0,0,0
TXN100666,70.68,transfer,11,2.45,0.33,1447,2,0,0,0
TXN100667,47.65,online,8,10.07,0.82,2174,1,0,0,0
TXN100668,22.18,purchase,13,17.52,0.84,2188,2,0,0,0
TXN100669,74.98,online,16,4.16,3.26,2394,1,0,0,0
TXN100670,49.14,online,11,5.61,3.87,3388,0,0,0,0
TXN100671,207.42,online,11,2.54,0.02,2581,6,0,0,0
TXN100672,8.95,online,13,2.21,4.19,1253,2,0,0,0
TXN100673,144.46,transfer,16,6.15,2.39,2718,2,0,0,0
TXN100674,75.18,online,6,5.12,1.41,2935,1,0,0,0
TXN100675,31.71,transfer,13,0.4,0.57,2160,1,0,0,0
TXN100676,64.54,online,16,18.03,8.65,1531,1,0,0,0
TXN100677,45.17,withdrawal,14,1.9,5.42,2201,0,0,0,0
TXN100678,55.47,withdrawal,14,2.38,3.27,3308,2,0,0,0
TXN100679,147.17,purchase,10,2.83,0.77,1737,4,1,0,0
TXN100680,69.27,purchase,15,12.7,3.02,1310,1,0,0,0
TXN100681,117.01,purchase,9,0.24,2.3,3103,1,0,0,0
TXN100682,248.35,online,1,665.6,192.19,25,6,0,1,1
TXN100683,115.78,purchase,12,1.29,9.67,1881,0,0,0,0
TXN100684,97.37,purchase,23,7.89,5.84,1567,4,1,0,0
TXN100685,19.8,online,20,6.78,6.16,837,3,0,0,0
TXN100686,18.34,purchase,16,10.63,0.89,2368,2,0,0,0
TXN100687,300.98,online,8,9.05,4.58,2186,2,0,0,0
TXN100688,239.41,withdrawal,14,14.73,27.47,1250,1,0,0,0
TXN100689,235.1,purchase,20,2.96,3.19,47,0,0,0,0
TXN100690,95.46,online,14,7.67,1.37,3618,3,0,0,0
TXN100691,39.35,refund,12,5.35,1.37,2975,1,0,0,0
TXN100692,26.12,withdrawal,18,7.9,6.28,874,1,0,0,0
TXN100693,112.32,purchase,11,9.81,6.31,1450,3,0,0,0
TXN100694,629.01,online,1,24.88,203.99,346,15,1,0,1
TXN100695,50.62,online,9,19.38,7.4,1498,3,0,0,0
TXN100696,97.06,transfer,10,6.12,14.29,3565,3,0,0,0
TXN100697,114.4,purchase,12,1.61,2.45,3240,3,0,0,0
TXN100698,54.62,online,17,1.87,1.48,3623,0,0,0,0
TXN100699,116.06,purchase,8,4.55,5.16,3411,1,0,0,0
TXN100700,82.31,purchase,13,0.53,0.23,1919,1,0,0,0
TXN100701,218.13,purchase,13,15.3,7.65,1217,4,0,1,0
TXN100702,51.77,withdrawal,9,9.68,1.25,2164,2,0,1,0
TXN100703,156.42,purchase,20,2.23,6.85,250,2,0,0,0
TXN100704,35.41,transfer,16,9.81,5.22,3111,2,0,0,0
TXN100705,55.37,withdrawal,17,6.73,5.17,2103,6,0,0,0
TXN100706,105.18,withdrawal,14,1.6,0.38,2034,2,0,0,0
TXN100707,35.27,refund,8,8.49,0.82,1392,0,0,0,0
TXN100708,124.89,online,13,3.2,8.63,3210,1,0,0,0
TXN100709,46.25,purchase,17,2.69,1.19,941,1,0,0,0
TXN100710,10.85,refund,21,2.35,6.86,1798,3,0,0,0
TXN100711,57.87,online,16,9.76,19.13,1158,3,0,0,0
TXN100712,78.34,purchase,5,2.14,1.95,2242,0,0,1,0
TXN100713,148.22,online,16,8.93,0.08,1700,1,0,1,0
TXN100714,83.8,purchase,18,2.83,2.99,198,0,0,0,0
TXN100715,96.54,purchase,14,2.54,13.51,1340,2,0,0,0
TXN100716,11.44,refund,14,0.66,8.62,2194,3,0,0,0
TXN100717,180.26,withdrawal,5,26.37,4.16,604,2,0,0,0
TXN100718,12.17,purchase,13,1.58,2.3,3593,1,0,0,0
TXN100719,69.16,withdrawal,8,4.42,0.06,190,3,0,0,0
TXN100720,86.57,online,11,3.14,4.11,1390,2,0,0,0
TXN100721,34.04,transfer,19,0.75,3.19,2694,3,0,1,0
TXN100722,77.79,online,8,13.2,1.13,1388,0,0,0,0
TXN100723,34.11,purchase,10,20.97,2.39,236,4,0,0,0
TXN100724,35.21,withdrawal,11,14.29,5.24,1852,1,0,0,0
TXN100725,71.96,refund,12,8.1,9.47,2853,1,0,0,0
TXN100726,29.84,transfer,15,3.68,4.27,2438,3,0,0,0
TXN100727,25.45,purchase,13,7.53,0.29,85,0,0,0,0
TXN100728,8.19,purchase,15,4.1,10.9,827,0,0,1,0
TXN100729,21.13,purchase,19,15.58,6.87,1069,3,0,0,0
TXN100730,449.6,withdrawal,5,354.1,244.85,103,10,1,0,1
TXN100731,167.6,purchase,12,1.69,14.82,559,3,1,0,0
TXN100732,117.32,transfer,18,2.06,1.09,1027,2,0,1,0
TXN100733,846.26,purchase,2,146.56,607.9,176,9,1,0,1
TXN100734,186.54,transfer,17,11.53,11.48,1081,2,0,0,0
TXN100735,229.72,transfer,2,102.51,90.52,3,10,1,1,1
TXN100736,146.04,transfer,14,6.0,5.0,3300,1,0,0,0
TXN100737,193.79,online,11,7.19,10.21,2582,4,0,0,0
TXN100738,85.23,transfer,17,4.93,3.38,1988,2,1,0,0
TXN100739,62.12,withdrawal,11,9.86,14.97,1483,1,0,0,0
TXN100740,74.11,online,18,1.15,1.5,1812,3,0,0,0
TXN100741,26.86,purchase,12,4.36,13.17,2662,3,0,0,0
TXN100742,71.42,purchase,16,19.18,9.88,3095,2,0,0,0
TXN100743,140.12,online,17,0.04,1.72,1579,2,0,0,0
TXN100744,464.59,transfer,0,50.74,587.88,207,8,1,1,1
TXN100745,66.78,online,10,8.2,21.11,1759,4,0,0,0
TXN100746,104.39,transfer,12,3.4,5.92,1950,1,0,0,0
TXN100747,927.28,online,23,5.01,128.82,189,6,0,1,1
TXN100748,103.79,purchase,12,0.35,7.0,714,4,1,0,0
TXN100749,82.02,online,12,0.03,4.45,2892,3,0,0,0
TXN100750,341.82,transfer,2,521.93,341.9,130,6,1,1,1
TXN100751,79.23,online,16,2.15,3.2,3602,1,0,0,0
TXN100752,73.92,purchase,11,19.97,1.21,3260,7,0,0,0
TXN100753,16.21,purchase,12,2.9,8.93,1039,2,1,0,0
TXN100754,24.39,online,15,4.88,4.15,1016,2,0,0,0
TXN100755,112.83,online,14,27.2,0.45,198,7,0,0,0
TXN100756,19.77,transfer,20,3.24,6.14,1582,2,0,0,0
TXN100757,99.48,online,16,5.44,7.69,2163,0,0,0,0
TXN100758,95.14,transfer,11,11.44,15.79,994,1,0,0,0
TXN100759,128.89,purchase,18,12.37,2.41,3270,1,0,0,0
TXN100760,119.57,purchase,9,9.76,1.61,2840,1,0,0,0
TXN100761,213.28,online,4,328.91,467.42,235,5,1,0,1
TXN100762,87.01,online,15,1.55,5.19,1451,4,0,0,0
TXN100763,103.92,online,15,9.01,0.85,1655,1,0,0,0
TXN100764,115.83,transfer,16,3.43,1.16,1140,0,0,0,0
TXN100765,44.87,purchase,11,0.08,3.43,2827,1,0,0,0
TXN100766,84.5,transfer,16,14.28,3.15,120,1,0,0,0
TXN100767,76.13,online,13,10.26,10.21,646,1,0,0,0
TXN100768,73.01,purchase,12,17.16,6.76,455,1,0,0,0
TXN100769,80.11,withdrawal,14,2.51,0.4,2560,3,0,0,0
TXN100770,268.66,withdrawal,9,11.82,7.75,199,2,0,0,0
TXN100771,110.7,purchase,18,11.15,5.62,3585,1,0,0,0
TXN100772,152.73,online,13,4.52,0.59,2734,4,0,0,0
TXN100773,87.96,transfer,12,1.96,2.78,1224,2,0,0,0
TXN100774,119.09,withdrawal,13,0.9,0.55,2235,0,0,0,0
TXN100775,100.34,transfer,10,6.54,2.83,3355,3,0,1,0
TXN100776,64.29,purchase,9,1.83,4.38,1832,3,0,0,0
TXN100777,94.17,online,6,5.79,3.72,3544,2,0,0,0
TXN100778,126.12,online,13,2.31,8.38,3370,4,0,0,0
TXN100779,33.17,online,0,6.73,22.99,1813,1,0,0,0
TXN100780,94.57,refund,12,0.89,1.5,350,1,0,0,0
TXN100781,31.0,transfer,12,1.02,2.75,3563,2,0,0,0
TXN100782,27.66,transfer,14,8.18,2.61,3255,0,0,0,0
TXN100783,35.77,withdrawal,10,8.55,12.08,325,3,0,0,0
TXN100784,5.92,withdrawal,13,33.43,1.47,1625,0,0,0,0
TXN100785,19.09,online,10,12.46,1.37,3442,1,0,0,0
TXN100786,62.11,withdrawal,15,0.45,12.74,1272,1,0,0,0
TXN100787,70.3,purchase,13,4.71,8.89,806,1,0,1,0
TXN100788,152.67,purchase,12,13.63,3.73,2754,1,0,0,0
TXN100789,94.49,purchase,13,4.18,8.44,1051,1,0,0,0
TXN100790,7.36,online,14,4.36,7.44,1340,5,0,0,0
TXN100791,224.73,transfer,8,29.12,9.33,3401,1,0,0,0
TXN100792,117.14,purchase,16,0.97,1.31,3168,1,0,0,0
TXN100793,52.78,transfer,17,11.18,3.12,1098,2,1,0,0
TXN100794,202.41,purchase,15,1.28,6.02,3364,5,0,0,0
TXN100795,14.06,online,20,4.99,1.31,1202,1,0,0,0
TXN100796,97.93,online,15,0.69,1.17,1461,1,0,0,0
TXN100797,139.72,purchase,13,25.1,15.26,170,4,0,0,0
TXN100798,798.62,online,23,1940.77,105.82,182,13,1,1,1
TXN100799,58.41,withdrawal,9,6.03,0.52,3618,0,0,0,0
TXN100800,118.88,purchase,15,17.59,2.79,2000,2,0,0,0
TXN100801,76.05,purchase,15,1.21,1.36,558,1,0,0,0
TXN100802,51.53,refund,11,1.94,3.96,1637,2,0,1,0
TXN100803,48.22,purchase,13,1.53,2.3,2790,2,0,0,0
